Name;y1998;y1999;y2000;y2001;y2002;y2003;y2004;y2005;y2006;y2007;y2008;y2009;y2010;y2011;y2012;y2013
Philip;465;454;409;368;316;341;374;265;271;229;226;204;205;183;223;220
Pierre;22;12;12;11;0;0;0;12;0;0;0;0;0;0;0;0
Pontus;471;411;368;339;334;325;296;214;201;166;133;112;104;110;95;71
Pär;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rafael;0;0;16;11;0;13;17;12;25;19;19;20;33;28;33;18
Ragnar;0;0;0;0;10;13;0;0;0;15;11;12;13;0;0;13
Ralf;0;0;0;0;0;0;0;0;0;0;0;0;12;23;21;42
Ralph;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;15
Ramadan;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0
Raman;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0
Rami;10;0;11;0;10;17;0;15;13;13;16;16;17;25;18;12
Rasmus;586;658;613;639;612;653;648;532;476;422;404;415;398;347;285;239
Rayan;0;0;0;0;0;0;0;13;12;19;26;28;39;35;50;52
Razmus;0;0;0;0;12;0;0;0;0;0;0;0;0;0;0;0
Rex;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
Richard;65;76;64;33;47;38;27;21;24;12;11;12;0;0;11;13
Rickard;91;108;72;64;51;41;49;30;29;23;16;15;16;15;0;0
Ricky;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0
Ridwan;0;0;0;0;0;0;0;0;0;10;0;0;0;0;10;12
Rikard;41;51;30;40;21;21;0;15;11;0;0;0;0;0;0;0
Rio;0;0;0;0;0;0;0;0;0;0;14;0;16;14;20;20
River;0;0;0;0;0;0;0;0;0;0;14;10;0;13;14;13
Robert;106;89;93;50;51;36;29;30;26;29;18;13;17;12;13;15
Roberto;0;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Robin;476;414;425;391;420;354;343;328;306;249;212;195;184;166;131;91
Roger;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Roman;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0
Romeo;0;0;0;0;0;10;16;26;29;30;24;10;21;20;21;18
Roni;0;10;0;0;10;0;0;0;12;10;0;11;0;0;12;0
Roy;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;12
Ruben;37;29;21;45;53;38;43;58;71;83;89;118;106;80;104;90
Rufus;0;0;0;0;0;10;0;12;0;16;36;36;28;21;30;26
Ryan;0;0;11;0;0;0;16;13;12;27;25;16;28;28;28;26
Said;0;0;0;0;0;0;0;0;0;11;0;0;0;10;12;15
Saif;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
Sakarias;0;0;11;0;0;0;10;0;14;0;0;0;0;13;0;10
Salman;0;0;0;0;0;0;0;0;0;0;0;10;0;10;0;27
Sam;44;49;52;61;55;62;74;81;101;94;135;139;157;190;194;223
Sami;24;20;16;13;21;18;15;22;15;29;25;22;39;25;35;33
Samir;14;13;0;12;0;0;12;0;0;21;10;22;18;15;18;28
Sammy;0;17;0;0;0;11;0;0;11;0;0;0;0;10;0;0
Samuel;483;601;587;518;499;462;402;361;382;323;301;280;243;252;260;248
Sander;0;0;0;10;0;21;22;14;25;21;25;35;34;20;34;28
Santino;0;0;0;0;0;0;0;0;0;0;0;0;0;15;10;0
Scott;0;0;0;0;0;0;0;0;14;0;14;19;10;14;17;20
Sean;16;0;14;20;15;11;16;10;25;18;17;14;12;0;10;0
Sebastian;592;651;636;559;614;577;541;418;453;414;358;343;322;283;251;243
Seth;0;0;0;12;11;10;11;16;11;24;16;22;31;18;31;59
Shayan;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0
Sid;0;0;0;0;0;0;0;0;0;15;14;14;20;11;16;13
Sigge;0;17;11;17;27;27;31;48;69;114;175;199;183;177;192;226
Sigurd;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0
Sigvard;0;0;0;0;0;0;0;0;0;12;11;12;0;0;16;10
Silas;0;0;0;0;0;0;0;0;0;0;16;47;42;40;36;34
Simon;1154;1143;1083;882;931;955;878;774;713;587;582;463;448;392;337;330
Sixten;18;24;34;41;52;55;95;129;165;175;258;322;325;366;427;405
Sonny;11;0;0;0;0;15;12;0;0;0;11;0;16;0;0;0
Stefan;55;61;46;38;38;32;29;27;26;30;28;19;26;23;21;23
Stellan;0;0;0;0;0;0;0;0;0;0;0;11;0;12;24;23
Sten;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0
Steven;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0
Stig;0;0;0;0;0;0;0;0;0;11;0;0;14;16;15;22
Sture;0;0;0;0;0;0;0;0;0;0;0;20;11;12;14;13
Sune;0;0;0;0;0;0;0;0;0;0;0;11;10;11;16;16
Svante;35;22;39;37;53;57;80;86;113;126;138;136;152;141;163;157
Sven;13;18;11;13;20;16;20;14;32;20;19;29;16;33;48;32
Tage;0;0;0;0;17;30;29;38;56;70;88;115;123;151;139;189
Taim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
Tarik;0;10;0;0;10;11;12;23;17;27;12;0;0;0;14;0
Ted;39;34;41;38;41;27;31;61;49;55;59;66;80;83;78;131
Teddy;0;0;13;0;11;12;15;16;15;0;10;11;0;0;0;0
Teo;18;14;25;34;38;52;68;74;76;80;86;77;85;71;77;59
Teodor;54;50;42;50;51;70;76;77;70;76;59;71;82;67;77;76
Texas;0;0;0;0;0;0;0;11;22;32;16;27;45;38;40;30
Theo;27;44;80;106;148;216;271;320;416;451;456;593;714;491;490;444
Theodor;80;106;88;115;124;163;179;209;197;231;240;269;334;284;252;309
Theodore;0;0;0;10;0;23;14;16;22;32;34;51;55;37;42;68
Thiago;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;21
Thim;0;0;0;10;0;0;10;11;12;0;0;0;10;0;0;0
Thomas;55;40;44;39;29;25;18;14;18;30;20;22;17;11;15;15
Thor;15;10;10;11;16;20;11;15;27;21;23;38;39;47;73;75
Thure;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;11
Tiam;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0
Tiger;0;0;0;0;0;0;0;0;10;0;0;0;10;0;0;0
Tim;257;273;284;276;280;303;313;317;299;254;223;214;221;162;144;142
Timmie;0;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Timmy;39;31;48;41;38;26;24;27;25;14;18;17;20;14;14;19
Timo;0;0;0;0;0;0;0;0;0;0;0;10;11;0;0;0
Timothy;36;31;29;24;37;35;26;21;19;23;19;27;19;15;23;23
Tino;0;0;0;0;0;0;0;0;0;0;0;0;16;11;11;10
Tintin;10;10;0;0;10;0;0;0;0;0;0;12;0;0;0;0
Titus;0;0;0;0;0;0;0;0;0;0;0;10;12;0;0;0
Tobias;471;382;311;269;233;233;191;145;145;102;81;48;55;31;31;26
Todd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0
Tom;88;81;69;46;49;59;51;46;59;46;49;53;52;46;48;42
Tomas;36;32;29;19;21;18;26;16;15;15;11;12;13;15;11;16
Tommy;28;34;29;23;14;15;12;0;14;13;17;12;0;0;0;0
Tony;31;15;21;13;15;17;24;14;13;16;0;0;11;0;0;0
Tor;23;39;27;27;28;50;38;36;52;49;65;43;50;59;55;71
Tore;0;0;0;0;0;0;14;17;24;40;20;26;34;36;28;34
Torsten;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11
Totte;0;0;0;0;0;0;0;10;10;0;0;10;0;0;0;0
Travis;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0
Tristan;0;0;11;0;19;26;39;45;46;69;62;84;78;73;57;57
Troy;0;0;0;0;0;0;0;10;0;17;26;32;30;34;24;24
Truls;0;15;16;15;29;21;27;17;25;28;29;19;23;15;24;21
Ture;0;0;16;17;26;35;45;54;62;73;72;89;124;104;103;119
Tyler;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0
Tyr;0;0;0;0;0;0;0;0;0;0;0;10;0;11;0;14
Uno;0;0;0;0;0;0;0;12;0;0;0;16;17;15;23;13
Valdemar;10;17;22;22;31;32;37;48;40;58;68;70;66;65;61;64
Waldemar;0;0;0;0;0;0;10;0;10;12;15;14;17;15;15;15
Valentin;12;0;0;11;0;15;22;23;21;18;27;17;26;29;27;34
Valentino;0;0;0;0;0;11;0;10;12;0;15;14;15;17;15;15
Walid;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0
Valle;0;0;0;0;0;0;0;0;0;15;0;10;13;18;14;10
Valter;10;18;23;25;35;37;50;65;78;92;133;126;169;169;221;213
Walter;10;13;0;22;21;22;41;36;50;53;64;83;99;107;132;160
Walther;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Victor;413;452;472;388;385;402;397;323;354;330;300;292;286;276;253;265
Wictor;14;18;19;21;11;17;12;15;13;0;0;0;11;11;10;13
Vidar;22;18;28;27;38;52;77;97;113;149;155;168;178;192;201;242
Widar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
Vide;0;0;0;0;0;11;14;20;25;58;59;63;85;88;99;111
Viggo;15;15;47;53;114;240;305;327;433;408;443;479;441;399;343;345
Wiggo;0;0;0;10;13;31;32;38;59;50;59;61;58;54;51;45
Vigor;0;0;0;0;0;0;16;13;11;16;0;0;0;0;0;0
Viking;13;16;17;13;21;10;12;17;19;0;24;13;16;18;17;12
Viktor;550;582;589;534;546;590;555;549;556;536;425;414;424;427;388;342
Wiktor;14;16;16;17;22;22;12;22;23;16;20;17;19;15;15;18
Vilde;0;0;0;0;0;0;0;10;0;13;12;12;21;47;37;24
Wilde;0;0;0;0;0;0;0;0;0;0;0;0;0;30;17;17
Vilgot;0;19;31;31;57;68;91;141;161;170;163;171;180;162;177;160
Wilgot;0;0;0;0;0;11;16;33;25;36;32;25;37;29;34;39
Vilhelm;45;47;38;48;43;63;62;71;82;57;72;76;86;76;102;94
Wilhelm;64;79;80;68;90;90;130;116;113;128;125;141;124;146;136;110
Ville;13;28;40;34;57;80;119;157;162;137;196;193;206;231;159;151
Wille;10;15;30;29;32;57;67;99;112;125;117;133;137;127;101;113
Villiam;19;20;16;0;12;11;10;13;0;15;0;12;0;11;16;0
William;823;940;1095;975;995;1215;1238;1115;1092;1138;963;989;1018;1017;893;896
Willy;13;18;20;12;14;0;10;0;10;0;12;0;14;0;10;0
Vilmer;12;12;19;30;34;52;71;82;125;200;184;208;186;196;176;154
Wilmer;20;31;47;45;50;86;141;204;197;274;259;299;269;262;241;225
Vilton;0;0;0;0;0;0;0;0;0;0;0;0;0;13;15;0
Wilton;0;0;0;0;0;0;0;0;0;12;29;23;27;38;43;54
Vince;0;0;0;0;0;0;0;0;0;0;10;11;14;15;19;23
Vincent;80;102;89;118;124;145;224;219;305;344;463;519;573;582;632;607
Wincent;0;0;0;0;0;0;0;0;13;11;13;17;16;22;24;21
Vinston;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0;13
Winston;0;0;0;0;0;0;0;0;11;22;15;25;30;30;41;53
Xander;0;0;0;0;0;0;12;18;10;0;0;13;12;0;18;13
Yahya;0;0;0;0;0;10;0;0;0;0;10;13;22;14;26;25
Yahye;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
Yasin;0;0;0;11;0;0;11;10;16;17;18;18;29;25;19;25
Yasir;0;0;0;0;0;0;0;0;0;0;0;10;10;11;11;0
Yassin;0;0;0;0;0;0;0;0;0;0;0;10;0;12;21;11
Yones;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Yonis;10;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0
Yosef;0;0;0;0;16;0;0;10;19;25;37;33;47;33;33;35
Younes;0;0;0;0;0;10;15;0;0;0;0;15;0;0;21;16
Yousef;12;14;10;0;16;15;13;19;11;17;35;29;28;34;50;51
Yousif;0;0;0;0;0;0;0;0;0;0;0;17;16;17;18;10
Youssef;0;0;0;0;0;11;0;0;0;10;0;0;12;15;11;13
Yunus;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0
Yusuf;12;15;0;10;14;0;18;16;13;32;24;23;31;41;50;47
Zacharias;16;31;20;28;19;19;25;36;29;20;29;33;42;26;33;23
Zack;13;13;0;14;14;16;27;34;35;34;29;31;39;24;33;19
Zackarias;12;14;0;21;12;12;23;39;25;25;22;31;30;44;26;37
Zaid;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
Zakaria;14;14;16;11;11;18;22;15;18;25;19;27;20;30;35;30
Zakarias;0;10;0;12;14;17;19;12;20;12;15;0;0;12;13;18
Zakariya;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;11
Zakk;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0
Zander;0;0;0;0;0;0;0;0;0;13;11;13;13;16;10;19
Zeb;0;0;11;0;11;20;18;16;22;19;23;15;19;11;16;10
Zebastian;23;22;26;29;26;26;21;21;18;15;14;13;0;0;0;0
Zeke;0;0;0;0;0;0;0;11;0;13;17;0;19;15;11;17
Zion;0;0;0;0;0;0;0;0;16;23;18;16;19;14;11;15
Åke;0;0;13;0;10;10;13;17;19;14;22;13;24;24;24;26
Ömer;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0
