Name;y1998;y1999;y2000;y2001;y2002;y2003;y2004;y2005;y2006;y2007;y2008;y2009;y2010;y2011;y2012;y2013
Jolin;0;0;0;0;0;0;16;11;12;16;14;0;15;11;10;0
Jolina;0;0;0;0;0;12;12;15;17;14;10;15;17;0;0;0
Joline;0;21;17;17;14;26;45;62;54;62;104;138;141;123;136;134
Joni;0;0;0;0;0;0;0;0;0;0;0;11;0;10;22;20
Jonna;146;158;152;135;168;154;142;110;112;73;70;68;55;55;40;43
Josefin;268;253;231;183;188;167;149;104;93;80;77;84;58;67;53;49
Josefina;19;23;20;23;15;22;26;10;10;14;0;15;16;0;15;0
Josefine;310;257;277;227;230;211;190;188;115;106;82;79;71;61;50;52
Josephine;47;50;63;53;52;45;34;37;26;28;25;21;28;30;41;33
Joy;0;0;0;0;0;0;0;0;0;0;0;0;12;0;11;0
Judit;0;0;0;0;0;0;0;0;12;20;14;17;17;26;18;26
Judith;0;13;11;12;16;16;15;17;21;30;29;37;38;64;38;47
Juli;0;0;0;0;0;0;0;0;0;0;0;10;12;16;12;17
Julia;1171;1230;1243;1162;998;896;945;914;921;816;817;737;820;717;680;682
Julie;0;0;10;13;20;0;20;29;30;39;50;37;56;93;79;89
Juliette;0;0;0;0;0;0;0;0;0;0;12;13;10;10;12;14
Juni;0;0;0;0;0;14;23;29;54;34;71;69;98;148;179;197
Junia;0;0;0;0;0;0;0;0;13;0;0;11;12;14;10;12
Junie;0;0;0;0;0;0;0;0;13;11;19;21;32;44;46;56
Juno;0;0;0;0;0;0;0;0;0;0;0;22;23;34;39;57
Kajsa;193;190;242;233;249;247;184;183;178;135;127;128;97;89;80;69
Karin;99;126;96;98;68;87;66;63;65;57;49;43;45;42;46;36
Karla;0;0;0;10;0;0;0;13;11;10;11;12;0;11;17;14
Karolin;11;0;0;11;0;0;0;0;0;0;0;0;0;0;0;0
Karolina;81;75;47;54;47;37;33;35;28;25;23;15;18;12;10;10
Katarina;34;33;34;21;21;21;22;18;16;22;14;0;11;0;15;0
Katja;18;17;13;13;12;19;16;12;11;13;10;18;0;0;0;0
Kayla;0;0;0;0;0;0;0;0;0;10;0;0;24;16;11;13
Kellie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0
Kelly;19;11;14;17;16;17;18;15;21;11;21;16;25;40;37;40
Kendra;0;0;0;0;0;0;0;0;0;0;0;11;10;0;11;0
Kenza;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14
Kerstin;13;0;21;20;14;33;15;26;28;39;49;61;59;70;96;83
Keyla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;14
Khadija;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;11
Kiara;0;0;0;0;0;0;0;0;0;10;0;0;0;0;15;14
Kim;19;30;17;16;18;16;24;11;0;11;0;0;0;13;0;0
Kimberly;10;0;14;12;14;0;0;0;13;0;0;11;13;10;0;17
Kira;0;0;0;0;0;0;0;10;12;20;13;17;20;18;13;17
Kitty;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;14
Klara;258;271;323;409;393;390;445;384;420;373;359;357;384;321;343;308
Kornelia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Kristin;43;21;26;26;15;0;12;0;0;0;0;0;0;0;0;0
Kristina;75;52;34;42;33;28;39;28;25;36;28;16;20;17;14;21
Laila;0;0;0;14;0;0;0;0;10;10;14;20;11;10;12;15
Lamar;0;0;0;0;0;0;0;0;0;0;0;0;0;10;16;25
Lamija;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Lamis;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;0
Lana;0;0;18;0;13;12;26;22;24;25;38;30;32;46;34;32
Lara;20;12;17;26;27;23;35;49;40;50;57;57;79;56;60;58
Laura;32;35;27;40;34;57;58;51;60;59;91;77;91;103;82;100
Lava;0;0;0;0;0;0;10;11;15;11;13;0;19;0;10;0
Lavin;0;0;0;0;0;0;0;0;0;0;0;0;0;14;16;13
Layan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;11
Layla;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0
Lea;10;10;15;40;51;53;84;109;114;120;140;151;144;146;167;163
Leah;0;0;12;0;30;26;32;74;84;82;112;109;158;169;169;181
Lee;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;11
Leia;0;0;12;18;24;38;85;98;129;117;138;173;207;165;159;157
Leiah;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0
Leija;0;0;0;0;0;0;0;0;10;0;0;10;31;20;16;16
Leila;10;0;15;14;0;13;16;21;15;23;25;30;38;31;34;40
Leja;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;11
Lejla;17;14;11;16;19;19;20;23;22;23;22;24;33;17;21;13
Lena;0;14;0;11;0;15;0;13;13;17;13;25;25;26;31;30
Leona;0;0;0;11;18;13;19;31;30;39;76;95;75;79;67;70
Leonie;0;0;0;0;0;0;0;0;0;12;0;17;18;16;23;26
Leonora;0;10;0;0;0;12;10;12;15;18;23;16;22;17;14;24
Lexie;0;0;0;0;0;0;0;0;0;0;0;0;18;16;22;37
Leya;0;0;0;0;0;0;0;0;11;0;0;0;10;0;21;19
Leyla;0;0;0;0;0;0;0;0;0;10;0;16;12;16;15;16
Li;0;0;0;11;0;10;16;20;12;11;10;23;31;34;45;35
Lia;0;0;0;12;18;17;26;29;15;24;24;39;31;41;39;38
Liana;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0;0
Lilian;0;12;0;0;12;13;0;0;0;0;16;14;19;24;21;26
Lilith;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0
Lilja;0;0;0;0;0;0;17;0;23;34;27;35;34;37;44;46
Lillian;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;10
Lillie;0;0;0;0;0;0;0;0;0;0;11;0;16;21;20;12
Lilly;14;0;11;15;15;26;35;57;90;146;176;231;298;312;307;352
Lilo;0;0;0;0;0;0;0;0;0;0;0;0;0;14;12;12
Lily;0;0;0;0;0;0;0;19;26;51;77;112;137;160;181;199
Lin;0;0;0;0;0;0;0;0;0;0;0;0;10;12;14;0
Lina;309;270;280;259;275;260;246;270;212;155;156;160;149;146;134;117
Linda;199;156;111;102;96;68;66;49;44;44;36;31;23;30;24;22
Line;15;12;20;23;27;36;29;33;35;28;18;38;33;33;40;49
Linn;368;353;494;388;408;408;408;314;322;224;220;204;209;167;158;137
Linnea;450;424;446;411;438;428;415;423;428;405;392;400;477;428;355;345
Linnéa;477;523;532;420;493;476;476;446;414;364;320;283;263;287;258;198
Lisa;374;369;387;375;375;344;333;332;298;265;217;196;208;170;183;153
Lisen;0;0;0;16;10;17;16;30;21;26;25;28;25;33;27;24
Liv;26;52;53;58;93;107;134;150;115;122;178;204;236;242;238;287
Liva;0;0;0;0;0;0;0;0;0;0;14;10;0;10;12;0
Livia;0;0;13;20;26;37;59;58;69;112;118;145;205;197;185;191
Liza;0;11;17;17;10;22;13;13;16;16;14;0;12;0;0;0
Lizette;16;16;10;0;10;0;0;0;0;0;0;0;0;0;0;0
Lo;0;0;0;0;0;0;16;18;15;20;34;45;63;49;73;77
Lola;0;0;0;0;0;0;0;0;0;0;0;0;0;14;20;16
Lorena;0;0;0;0;0;0;0;0;0;0;0;0;13;0;16;10
Lorin;0;0;0;0;0;12;11;0;16;15;15;11;0;19;20;13
Lotta;19;18;10;0;13;11;0;13;16;10;14;0;17;12;18;23
Lou;0;0;0;0;0;0;0;0;0;0;0;0;0;19;13;21
Louisa;13;0;14;11;0;0;16;17;11;14;14;11;17;0;11;14
Louise;305;266;219;208;169;162;159;133;111;102;84;72;59;65;50;62
Lova;42;39;49;71;119;256;276;258;250;225;272;300;324;272;233;224
Lowa;0;0;0;0;0;18;33;26;34;30;37;43;47;50;66;69
Lovelia;0;0;0;0;0;0;0;0;0;0;0;0;17;12;0;15
Lovina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0
Lovis;0;11;0;17;16;25;26;29;39;50;57;76;87;112;119;114
Lovisa;425;391;387;396;454;474;454;402;429;372;356;338;314;285;297;277
Lucia;0;0;0;0;0;0;16;12;14;10;17;13;23;14;18;19
Lucy;0;0;0;0;0;0;0;0;0;0;11;10;0;11;15;13
Luna;0;0;0;0;12;14;14;29;25;27;32;34;35;52;83;82
Lycka;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0
Lycke;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;13
Lydia;45;54;51;46;36;43;36;34;52;50;31;36;33;36;40;53
Lykke;0;0;0;0;0;0;0;14;14;16;32;74;90;123;133;160
Madeleine;182;161;161;121;105;107;68;63;40;48;37;34;25;33;22;24
Madelen;15;0;11;0;10;0;0;0;0;0;0;0;0;0;0;0
Madelene;74;56;40;37;35;34;18;20;0;0;11;0;0;0;0;0
Madicken;0;16;14;15;22;20;14;14;19;17;16;21;18;10;14;16
Magda;10;13;0;12;15;14;10;10;0;15;12;0;10;17;14;13
Magdalena;51;54;43;41;39;34;21;23;25;24;14;21;16;24;0;16
Maggie;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0
Maia;0;0;10;12;0;0;10;0;17;11;28;35;10;13;15;14
Maida;0;0;0;0;0;0;0;0;0;0;0;0;12;10;16;23
Maija;0;0;0;0;11;0;0;0;0;0;0;10;11;14;0;10
Maj;0;0;0;0;0;0;13;0;10;14;0;18;21;24;30;31
Maja;430;674;667;670;650;726;845;824;780;723;627;632;686;548;488;571
Majken;0;0;11;22;17;32;41;65;59;85;111;98;132;137;179;187
Malak;0;0;0;0;0;11;12;13;12;21;31;32;35;32;40;28
Malin;413;326;262;199;191;202;158;121;104;74;80;54;46;43;28;22
Malou;0;14;21;12;16;29;11;18;21;15;18;30;34;29;21;25
Malva;10;20;31;45;63;70;86;94;107;110;93;132;110;80;80;89
Malvina;0;0;0;0;0;11;0;11;12;0;0;0;0;10;10;0
Manar;0;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0
Manda;0;0;0;0;13;0;0;0;0;10;0;13;0;0;11;18
Maram;0;0;0;0;0;0;0;0;0;0;0;10;0;11;15;0
Maria;227;189;185;158;161;144;148;132;126;143;118;117;156;118;123;119
Mariam;33;29;34;38;20;38;46;39;34;37;57;45;66;55;64;49
Marie;39;36;18;15;18;0;17;15;16;11;11;14;14;11;14;13
Marielle;15;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marika;24;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Marina;20;24;23;17;19;17;21;12;10;12;10;17;16;14;19;14
Marion;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Marta;10;0;0;0;0;0;13;11;0;16;14;13;12;0;0;14
Martina;69;59;59;60;44;48;45;37;32;23;19;22;12;14;16;13
Marwa;0;10;0;0;11;11;11;10;12;12;17;19;0;15;16;14
Mary;0;0;0;10;0;0;0;12;0;12;0;17;14;12;10;20
Maryam;12;14;11;14;17;27;13;16;18;23;27;30;46;42;52;58
Maryama;0;0;11;0;0;0;0;0;0;0;0;0;0;15;0;13
Maryan;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0
Mathilda;226;215;224;215;205;179;171;158;107;97;76;94;102;73;76;78
Mathilde;0;0;10;15;12;11;10;0;0;20;12;15;17;16;10;13
Matilda;618;589;585;574;604;537;567;473;394;382;371;382;330;282;270;221
Matilde;0;0;0;0;0;0;10;0;0;0;0;14;10;0;0;0
Maxine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Maya;24;48;61;100;116;114;160;192;215;163;172;189;182;164;155;167
Medina;0;13;10;12;0;0;16;14;13;11;18;26;27;25;34;44
Meia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0
Meija;0;0;0;0;0;0;0;0;0;0;14;15;0;18;13;19
Meja;0;17;24;44;51;89;132;143;187;220;236;306;287;231;193;231
Melanie;20;21;17;22;22;25;17;28;28;34;42;41;31;43;56;57
Melek;0;0;0;0;0;0;0;0;0;10;0;13;15;10;14;10
Melina;36;52;48;67;57;67;55;69;63;73;69;101;111;110;108;125
Melinda;46;54;56;57;52;52;42;28;27;38;31;28;42;28;39;23
Melisa;20;21;15;20;18;14;21;17;27;25;18;24;29;17;25;29
Melissa;54;64;69;67;73;84;100;91;97;113;111;119;141;167;183;219
Melody;0;0;0;0;0;0;10;12;0;16;16;18;29;21;33;33
Mercedes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11
Merve;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Meya;0;0;0;0;0;0;10;19;34;29;33;52;53;50;57;40
Mia;25;20;18;19;24;30;25;31;37;37;29;35;51;34;40;48
Micaela;17;16;20;15;0;0;0;0;0;0;0;0;0;0;0;0
Michaela;108;61;51;41;34;41;27;21;32;17;0;0;10;16;0;14
Michelle;140;117;106;111;102;106;92;89;88;77;88;86;62;60;57;70
Mika;13;18;0;21;13;0;11;11;17;27;19;24;27;24;18;24
Mikaela;213;157;117;105;106;69;60;70;44;52;50;32;44;34;28;24
Mila;0;0;0;0;0;0;0;0;0;12;32;23;30;47;76;87
Milea;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0
Milena;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0
Miley;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0
Milia;0;0;0;0;0;0;0;0;0;12;12;22;22;27;25;31
Milla;0;12;21;24;42;48;63;67;71;69;95;108;113;108;85;96
Millie;0;0;0;0;10;0;0;0;19;18;15;34;35;46;50;73
Milly;0;0;0;0;0;0;13;0;0;10;15;18;29;28;32;27
Milou;0;0;0;0;0;0;0;0;0;10;0;19;28;13;21;14
Mimmi;53;59;58;53;41;33;41;35;45;38;33;26;35;32;21;30
Mina;15;21;17;28;22;28;25;35;30;36;28;35;34;29;37;30
Minea;0;0;0;0;0;0;10;12;0;13;17;19;0;16;10;23
Minella;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0
Minelle;0;0;0;0;0;0;0;0;0;0;0;0;0;13;25;21
Minja;0;0;0;0;0;0;0;0;0;11;10;0;0;0;11;0
Minna;42;44;52;64;52;79;87;96;92;103;109;73;133;205;139;165
Minnah;0;0;0;0;0;0;0;0;0;0;0;0;21;103;50;37
Minou;0;0;0;0;0;0;0;0;13;17;12;19;22;18;21;32
Mira;25;28;43;50;56;84;112;135;141;191;209;207;172;161;157;164
Miranda;79;88;83;106;96;139;94;123;152;139;146;123;124;111;88;96
Mirella;0;0;0;0;0;0;0;0;11;0;0;0;0;0;12;0
Miriam;36;45;28;33;32;40;29;20;45;30;35;35;47;30;30;39
Mirjam;12;15;13;14;16;19;15;20;20;18;12;15;13;0;0;15
Mirna;0;0;0;0;0;0;0;0;0;0;0;0;17;0;0;0
Moa;780;805;741;689;797;815;711;695;622;569;514;508;541;462;422;381
Mollie;0;15;13;10;14;23;16;21;31;44;37;60;60;82;64;60
Molly;84;103;105;137;154;182;203;245;295;385;509;558;612;588;534;488
Mona;31;33;38;21;18;23;29;27;18;28;18;34;18;19;20;21
Monika;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
My;129;156;178;150;155;147;152;148;127;145;114;141;180;184;201;146
Myra;0;0;0;0;0;0;11;12;17;11;19;15;0;20;13;10
Märta;29;37;37;57;59;70;74;99;98;116;127;143;174;187;172;171
Märtha;0;0;0;0;10;14;11;16;17;23;13;20;15;25;27;22
Nada;0;0;0;0;0;0;0;0;0;0;12;12;10;10;0;11
Nadia;28;24;13;21;21;21;26;27;30;21;30;16;43;22;32;35
Nadin;13;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0
Nadine;11;10;17;15;12;22;21;12;16;18;16;15;10;14;14;11
Nadja;34;56;48;42;47;41;34;28;33;40;35;29;29;26;25;23
Naemi;0;0;0;0;0;0;0;0;11;0;0;12;0;10;0;13
Naima;0;12;10;0;10;0;10;16;19;28;30;26;28;25;28;24
Najma;0;0;0;0;0;12;0;0;0;0;0;0;11;0;0;0
Nancy;0;11;0;0;0;0;16;14;16;16;0;0;0;17;0;10
Nanna;11;0;0;0;10;10;15;12;0;11;16;10;11;15;13;10
Naomi;12;0;14;12;18;11;23;28;39;37;28;34;43;38;42;40
Narin;0;10;0;13;0;0;0;0;0;13;14;11;10;0;0;11
Natali;17;12;0;0;0;0;0;12;0;0;11;0;0;0;0;0
Natalia;18;11;10;12;11;14;15;17;22;25;22;22;20;32;16;27
Natalie;129;108;129;127;158;130;138;138;180;165;152;125;114;101;88;85
Natasha;15;19;14;18;13;17;16;20;0;12;11;11;12;0;11;0
Nathalie;262;214;260;226;241;216;193;202;203;163;197;191;158;140;134;121
Nawal;0;0;0;0;0;0;0;0;0;0;0;0;11;0;15;12
Nea;0;0;0;11;15;25;52;40;42;33;37;44;52;51;49;37
Neah;0;0;0;0;0;0;0;0;0;14;12;0;15;23;20;12
Nejla;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0
Nelia;0;0;0;0;0;0;0;0;0;0;13;12;19;14;15;16
Nell;0;0;0;0;0;0;0;0;13;11;0;0;0;0;0;0
Nella;0;0;0;0;0;0;0;0;0;0;10;18;16;10;10;11
Nelli;0;0;0;0;0;0;11;20;16;19;25;15;27;23;15;11
Nellie;132;128;125;142;199;233;271;315;378;469;435;441;421;466;404;349
Nelly;80;61;66;79;102;115;112;127;139;187;183;160;143;143;155;139
Nemi;0;0;0;0;0;0;0;10;12;17;12;10;21;19;12;16
Nicki;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Nicole;131;125;133;110;117;145;116;132;135;110;107;129;129;134;111;113
Nicolina;13;17;21;15;19;20;10;16;0;11;0;13;15;11;13;10
Nike;21;13;24;20;26;35;28;30;58;60;56;65;54;68;59;59
Niki;0;14;12;10;11;0;13;11;14;0;0;11;11;11;0;0
Nikita;34;23;40;27;25;31;31;15;32;23;25;23;24;22;24;23
Nikki;16;10;0;10;21;14;19;26;25;27;37;45;82;63;62;66
Nikola;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Nikolina;11;0;0;0;0;0;0;0;10;0;0;0;12;12;13;13
Nilla;0;0;0;0;0;0;0;0;0;12;0;0;0;0;12;0
Nina;77;64;59;65;54;49;63;67;55;57;56;54;55;53;60;49
Ninja;0;0;0;0;0;0;0;0;0;0;0;12;0;13;11;0
Ninni;0;10;0;0;0;0;14;11;11;10;10;0;0;0;0;0
Nisa;0;0;0;0;0;0;0;0;12;0;0;0;12;13;13;0
Noa;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0
Noelia;0;0;0;0;0;0;0;10;0;14;11;21;19;23;25;28
Noelle;0;0;0;0;0;0;0;11;13;12;19;28;43;27;40;55
Nomi;0;0;0;0;0;0;0;0;0;0;11;14;0;10;21;16
Noomi;0;0;0;0;12;14;18;14;26;26;29;45;78;93;80;71
Noor;12;16;15;11;12;11;12;0;18;17;28;32;36;40;29;26
Nor;0;13;14;0;0;0;0;0;10;16;0;13;0;0;0;0
Nora;168;237;247;258;263;262;307;290;316;334;319;297;253;274;247;240
Norah;0;0;0;0;0;15;31;35;26;35;40;33;31;24;38;35
Norea;0;10;14;11;0;0;0;0;0;0;0;0;0;0;0;0
Nour;12;11;0;15;12;14;17;18;15;17;20;21;25;19;24;28
Nova;0;0;32;51;90;119;229;308;362;434;458;452;499;464;418;446
Nowa;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0
Novalee;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0
Novali;0;0;0;0;0;0;0;0;0;0;0;0;12;14;12;17
Novalie;0;0;0;0;0;0;0;14;14;23;22;41;71;74;85;103
Novelia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0
Ofelia;0;12;0;0;14;23;15;0;0;14;27;17;22;21;27;25
Olga;0;0;11;14;16;0;13;15;12;14;10;17;16;13;13;11
Olivia;377;393;428;373;407;439;464;458;436;479;485;560;693;561;529;596
Oliwia;0;0;0;0;0;11;0;0;0;0;10;0;10;16;20;17
Ophelia;0;0;0;0;0;0;0;0;12;0;0;0;0;12;11;15
Othilia;0;0;0;11;0;13;15;12;0;11;20;14;23;18;19;18
Otilia;0;0;0;0;0;0;0;0;0;0;0;10;0;12;0;0
Ottilia;24;20;18;15;23;21;24;25;22;17;20;21;22;18;21;12
Pamela;13;0;0;10;0;0;0;0;0;0;0;0;0;0;0;0
Parisa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12
Patricia;82;63;47;46;50;35;25;33;30;33;35;19;28;15;0;16
Paula;26;24;26;28;23;35;31;31;21;23;22;13;14;17;12;12
Paulina;78;82;48;56;67;46;53;27;44;23;31;22;28;26;27;22
Pauline;34;28;20;17;16;14;29;15;22;0;0;13;12;14;0;0
Penny;0;0;0;0;0;0;0;12;0;10;15;14;21;35;53;56
Perla;0;0;0;0;0;0;0;0;12;0;0;0;12;0;0;0
Pernilla;47;30;18;21;16;0;0;0;0;0;0;0;0;0;0;0
Petra;50;34;31;27;21;21;25;18;13;12;0;12;14;0;0;0
Petronella;20;16;23;14;11;13;0;11;0;0;0;0;0;0;0;0
Philippa;0;19;15;20;18;20;20;28;22;15;11;0;15;13;15;11
Pia;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Pixie;0;0;0;0;0;0;0;0;0;0;0;16;21;10;11;12
Polly;0;0;0;0;0;0;0;0;0;0;11;14;14;15;20;19
Rahaf;0;0;0;0;0;0;0;0;0;0;0;0;13;0;13;0
Rahma;0;0;0;0;0;0;0;0;0;0;11;0;10;0;0;0
Rakel;0;0;0;11;0;15;0;22;11;11;12;16;16;14;21;15
Rama;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0
Rania;0;0;11;0;10;0;0;0;0;17;15;0;13;16;0;16
Rawan;0;0;0;0;0;0;0;0;0;0;11;0;15;0;0;0
Rayaan;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0
Rayan;0;0;0;0;0;0;0;0;0;0;0;0;21;18;15;17
Rebecca;263;234;212;238;218;159;169;127;123;112;89;97;86;73;59;59
Rebecka;299;242;205;180;170;162;164;154;128;125;103;84;83;67;53;53
Regina;11;12;11;0;14;0;0;0;0;0;0;0;0;0;0;0
Rim;10;12;0;0;12;0;0;0;0;0;11;10;12;0;0;0
Rio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0
Rita;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;12
Rojin;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0
Ronja;147;152;175;151;191;172;186;145;180;167;163;161;157;157;181;179
Ronya;0;0;0;0;0;0;0;0;11;13;13;0;10;0;11;14
Rosa;0;0;0;0;0;0;11;0;14;15;12;12;16;12;12;22
Rosanna;0;11;0;0;10;0;0;0;0;0;0;0;0;0;0;0
Roxanna;0;0;0;0;0;0;0;0;0;0;0;10;0;10;10;0
Rut;0;0;11;0;13;23;18;35;27;40;66;82;78;76;68;83
Ruth;0;0;10;0;15;10;11;10;10;18;28;42;43;49;59;50
Sabina;86;80;63;61;72;48;43;38;37;23;24;24;28;23;15;18
Sabirin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;0
Sabrin;0;0;0;0;0;0;0;0;0;0;0;0;0;12;12;0
Sabrina;22;0;20;13;13;17;10;17;12;15;12;11;14;14;11;15
Safa;0;0;0;0;0;0;0;0;11;0;0;10;0;11;13;16
Safia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0
Saga;170;204;292;288;393;433;536;503;531;492;463;506;484;431;483;501
Sally;36;25;18;18;22;12;25;28;29;54;62;89;104;96;96;121
Salma;11;14;15;19;27;16;23;34;28;35;45;37;47;37;42;61
Sama;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0
Samantha;21;12;14;28;19;19;0;11;14;17;0;17;16;21;19;17
Samira;12;21;17;11;17;11;14;21;19;20;20;15;25;13;24;22
Sana;0;0;0;0;0;13;0;0;0;10;0;0;0;0;16;13
Sandra;395;351;310;262;208;190;164;144;126;83;79;72;61;41;37;37
Sandy;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sanja;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;0
Sanna;261;214;223;168;163;177;137;99;116;110;83;81;62;65;48;46
Sanne;11;0;0;0;10;0;0;0;0;0;0;0;0;0;0;0
Sara;609;594;620;542;546;469;452;462;401;384;366;329;285;254;258;224
Sarah;109;100;91;91;85;67;77;69;61;66;78;56;53;50;41;39
Sasha;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0
Savannah;0;0;0;10;0;0;0;12;25;37;42;30;36;35;40;20
Selin;0;0;0;0;16;16;16;14;11;20;17;14;13;14;16;20
Selina;0;0;0;12;15;11;0;10;0;14;10;0;0;16;14;16
Selma;49;77;111;146;193;174;183;245;273;309;319;375;356;360;379;391
Shams;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0
Shirin;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0
Sibel;0;0;0;0;0;0;0;0;0;0;0;0;11;0;12;0
Sidra;0;0;0;0;0;0;0;0;0;15;0;11;10;16;15;15
Sienna;0;0;0;0;0;0;0;0;0;12;10;12;13;10;16;0
Signe;48;38;55;82;81;102;114;134;186;252;247;303;352;362;393;414
Sigrid;30;37;30;38;39;69;65;64;84;107;110;120;126;147;209;256
Siham;0;0;0;0;0;0;0;0;0;0;0;0;0;12;10;16
Silje;0;11;0;0;0;0;0;0;0;0;13;0;0;15;10;0
Silvia;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Simona;0;17;0;0;11;14;12;0;10;12;0;0;0;0;0;0
Simone;35;52;38;31;34;21;23;31;19;29;24;27;31;24;30;22
Siri;39;58;68;72;70;108;96;103;140;206;254;280;255;285;330;290
Siv;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;14
Smilla;11;33;48;72;128;120;113;109;103;102;108;86;100;69;66;39
Sofi;13;19;14;0;0;0;15;0;0;0;11;10;0;0;0;0
Sofia;542;489;463;473;402;425;355;345;336;321;240;290;239;249;285;260
Sofie;221;197;137;134;148;124;125;113;89;85;85;73;79;69;69;53
Sol;0;0;11;0;10;0;0;10;0;0;0;0;0;0;0;0
Solveig;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10
Sonia;13;0;0;0;17;13;12;0;12;11;14;0;16;0;14;13
Sonja;20;22;13;24;31;29;37;38;39;65;58;66;65;69;82;79
Sophia;43;36;34;32;29;33;36;39;52;31;34;37;48;52;44;46
Sophie;45;40;44;33;37;49;48;40;31;43;44;59;47;57;58;52
Stella;28;32;52;57;101;136;167;247;350;378;331;403;413;458;510;499
Stephanie;52;39;39;26;31;37;24;21;26;27;21;22;28;29;30;27
Stina;185;165;157;149;189;180;226;253;235;226;236;255;240;227;215;217
Sumaya;0;0;0;0;10;0;10;0;0;0;19;15;19;14;32;21
Susanna;25;19;19;18;20;19;0;0;0;14;0;0;0;0;0;0
Svea;0;0;0;11;10;23;40;66;78;110;154;185;179;173;196;217
Tamara;0;0;0;10;0;0;0;0;0;0;0;11;13;0;0;0
Tania;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0
Tanja;23;17;12;14;17;18;13;0;0;11;11;0;0;0;0;0
Tanya;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tara;11;10;13;16;18;12;27;27;31;23;24;16;15;20;19;22
Tea;29;29;34;56;79;57;76;46;94;60;70;49;62;44;44;54
Tekla;0;0;0;0;0;12;0;13;17;14;15;13;0;0;12;0
Telma;0;0;0;0;10;0;0;11;10;0;0;0;0;0;10;12
Teodora;0;0;0;0;0;0;0;0;12;0;10;10;0;0;0;13
Terese;20;23;10;0;0;0;0;0;0;0;0;0;0;0;0;0
